tdb,tr,rh,v,wbgt,heat_index,age,weight,height,bmi,activity_level,met_w_m2,clo,acclimatized,hydration_status,hours_worked,worker_type,d_lim_t_re_raw,water_loss_g,t_re_final,t_sk_final,remaining_safe_min,hr_estimated,climate_zone,risk_label_int,risk_label,alert_color
33.41,36.44,68.43,4.76,29.575,44.068,58,75.1,168.1,26.58,heavy,200.0,0.63,1,mild,6.17,tea_plantation,480.0,4495.9,37.8,34.2,126.8,136.9,Hot_Humid,0,LOW,green
30.48,39.2,65.01,1.59,28.086,34.948,24,58.3,151.3,25.48,heavy,200.0,0.65,1,dehydrated,6.03,road_labor,480.0,4475.3,37.8,35.1,52.3,127.0,Composite,1,MODERATE,yellow
38.49,48.11,35.0,1.35,31.352,38.495,30,81.3,150.3,35.98,heavy,200.0,0.34,0,mild,6.09,agriculture,41.0,6492.7,38.1,35.9,0.0,142.2,Semi_Arid,3,CRITICAL,red
31.39,40.95,40.57,4.43,25.186,31.519,53,61.2,156.8,24.91,heavy,200.0,0.51,1,mild,6.88,agriculture,480.0,3921.9,37.8,34.1,83.76,123.1,Hot_Humid,0,LOW,green
35.62,37.97,39.06,2.67,27.724,35.624,21,82.0,162.4,31.09,heavy,200.0,0.64,0,mild,6.8,tea_plantation,480.0,5107.1,38.0,34.8,24.01,137.1,Hot_Humid,2,HIGH,orange
31.79,39.06,74.46,2.2,29.912,41.413,48,66.9,175.6,21.68,heavy,200.0,0.43,0,dehydrated,6.76,construction,480.0,4142.2,37.8,34.9,0.0,150.0,Hot_Humid,3,CRITICAL,red
36.28,49.29,44.68,1.53,31.641,41.531,47,58.5,162.7,22.09,heavy,200.0,0.6,1,dehydrated,6.31,agriculture,480.0,6010.9,37.9,35.6,35.28,140.2,Hot_Dry,1,MODERATE,yellow
35.11,37.38,36.43,4.35,26.792,35.112,31,81.5,169.4,28.39,heavy,200.0,0.41,1,mild,6.07,brick_kiln,39.0,5057.7,38.1,34.2,0.0,125.3,Hot_Dry,3,CRITICAL,red
38.11,48.81,47.58,2.58,32.925,47.538,55,73.6,183.4,21.87,heavy,200.0,0.34,1,well,6.12,construction,480.0,6111.7,38.0,35.6,184.79,123.2,Semi_Arid,0,LOW,green
32.71,35.81,42.15,0.73,26.382,33.791,49,61.0,179.9,18.84,heavy,200.0,0.33,0,well,6.8,brick_kiln,480.0,4268.4,37.8,34.9,72.11,133.6,Composite,0,LOW,green
32.86,45.53,77.03,2.86,32.115,46.166,34,69.3,158.9,27.47,heavy,200.0,0.55,1,mild,6.96,quarry,480.0,5491.5,37.9,35.3,79.1,134.3,Semi_Arid,0,LOW,green
40.99,56.16,38.85,1.86,35.137,40.99,32,76.2,170.0,26.37,heavy,200.0,0.53,1,dehydrated,6.34,agriculture,36.0,7986.0,38.1,36.2,0.0,149.5,Hot_Dry,3,CRITICAL,red
37.85,43.08,54.17,1.65,32.84,50.639,28,52.5,155.4,21.73,heavy,200.0,0.59,1,dehydrated,6.75,road_labor,480.0,6961.0,37.9,35.6,8.79,152.0,Composite,2,HIGH,orange
37.03,47.22,60.22,2.61,33.612,51.685,24,64.2,162.1,24.43,heavy,200.0,0.63,0,mild,6.2,agriculture,480.0,7052.1,37.9,35.5,59.77,140.0,Semi_Arid,1,MODERATE,yellow
35.24,42.7,40.15,3.38,28.368,37.712,60,77.7,160.5,30.16,heavy,200.0,0.43,1,well,6.12,salt_pan,480.0,4731.0,37.9,34.7,184.77,120.7,Hot_Dry,0,LOW,green
33.34,49.03,30.96,1.83,27.374,33.337,60,59.3,164.8,21.81,heavy,200.0,0.67,1,well,6.66,construction,480.0,4755.5,37.8,35.1,152.52,118.1,Semi_Arid,0,LOW,green
31.8,40.4,75.17,1.86,30.373,41.736,33,73.6,182.5,22.08,heavy,200.0,0.6,1,dehydrated,6.32,tea_plantation,480.0,4942.0,37.8,35.2,35.04,139.5,Hot_Humid,1,MODERATE,yellow
36.5,50.58,47.71,2.21,32.29,43.36,41,72.2,170.9,24.7,heavy,200.0,0.44,1,mild,6.13,road_labor,68.0,6102.0,38.0,35.7,0.0,133.2,Composite,3,CRITICAL,red
37.61,42.26,65.19,2.13,33.84,57.186,43,73.6,163.8,27.43,heavy,200.0,0.54,0,mild,6.71,tea_plantation,480.0,7647.4,37.8,35.4,29.33,148.3,Highland,2,HIGH,orange
30.43,36.83,60.42,2.81,26.679,33.762,51,76.0,165.0,27.91,heavy,200.0,0.37,1,mild,6.84,tea_plantation,480.0,3454.5,37.8,34.3,86.21,133.6,Highland,0,LOW,green
34.17,45.31,57.29,3.19,30.596,41.506,31,61.0,150.6,26.91,heavy,200.0,0.57,1,well,6.35,agriculture,480.0,5364.0,37.9,35.1,171.23,133.4,Hot_Humid,0,LOW,green
34.43,37.16,44.27,1.77,27.811,37.427,43,59.2,172.6,19.88,heavy,200.0,0.63,0,well,6.8,fishing,480.0,4691.5,37.9,34.9,72.25,138.0,Hot_Humid,0,LOW,green
38.49,43.69,21.92,1.09,27.887,38.485,25,57.4,157.8,23.04,heavy,200.0,0.36,0,mild,6.37,brick_kiln,47.0,5992.4,38.0,35.6,0.0,137.8,Hot_Dry,3,CRITICAL,red
38.0,48.79,65.38,2.61,35.314,58.871,42,64.2,155.3,26.62,heavy,200.0,0.39,0,mild,6.4,agriculture,480.0,7889.9,37.8,35.8,47.79,144.2,Semi_Arid,1,MODERATE,yellow
36.24,39.2,49.11,1.6,30.225,43.356,33,77.8,160.0,30.39,heavy,200.0,0.57,0,mild,6.29,construction,480.0,5576.7,37.9,35.3,54.67,128.3,Hot_Humid,1,MODERATE,yellow
30.87,41.96,43.77,1.12,26.47,31.313,43,78.7,154.5,32.99,heavy,200.0,0.59,0,mild,6.57,agriculture,480.0,4577.0,37.8,35.1,37.56,132.4,Composite,1,MODERATE,yellow
34.82,40.75,41.21,1.31,28.484,37.252,40,67.5,152.0,29.21,heavy,200.0,0.38,0,well,6.95,agriculture,480.0,5043.1,37.9,35.2,62.96,142.3,Hot_Humid,0,LOW,green
28.56,31.38,21.03,1.8,19.227,28.565,18,72.6,171.5,24.68,heavy,200.0,0.63,0,well,6.77,tea_plantation,480.0,3481.9,37.8,34.3,73.74,122.6,Highland,0,LOW,green
35.76,46.48,51.43,2.23,31.473,43.155,18,53.6,154.0,22.59,heavy,200.0,0.63,0,mild,6.42,agriculture,480.0,5882.9,38.0,35.5,46.62,145.3,Hot_Humid,1,MODERATE,yellow
30.76,40.42,82.67,2.22,30.279,40.985,43,64.5,177.8,20.41,heavy,200.0,0.69,1,well,6.49,construction,480.0,4504.6,37.7,35.1,162.72,130.6,Composite,0,LOW,green
34.27,36.82,82.28,2.07,32.29,54.761,33,69.3,181.5,21.03,heavy,200.0,0.65,0,mild,6.54,construction,480.0,8454.4,37.7,35.2,39.4,144.8,Highland,1,MODERATE,yellow
36.38,43.04,72.87,1.21,34.314,57.672,31,79.5,183.1,23.72,heavy,200.0,0.48,1,dehydrated,6.54,road_labor,80.0,9322.2,38.7,36.3,0.0,146.8,Composite,3,CRITICAL,red
41.31,57.74,42.81,1.86,36.362,53.689,31,50.3,165.0,18.49,heavy,200.0,0.61,0,mild,6.61,construction,480.0,9024.4,38.0,36.2,35.49,142.9,Hot_Dry,1,MODERATE,yellow
36.9,51.08,40.44,0.89,31.948,41.174,57,83.8,182.1,25.28,heavy,200.0,0.45,1,dehydrated,6.42,road_labor,480.0,6387.2,37.8,35.9,28.85,146.4,Composite,2,HIGH,orange
34.53,37.85,33.99,4.96,25.898,34.532,58,84.8,171.4,28.86,heavy,200.0,0.61,1,mild,6.15,fishing,480.0,4423.4,37.9,34.0,127.93,138.5,Hot_Humid,0,LOW,green
41.53,57.21,58.41,3.61,38.333,67.561,28,71.2,178.0,22.48,heavy,200.0,0.56,0,dehydrated,6.73,brick_kiln,25.0,9330.4,41.3,37.8,0.0,167.8,Hot_Dry,3,CRITICAL,red
37.82,48.17,72.93,1.51,36.348,64.138,47,79.6,182.7,23.87,heavy,200.0,0.5,1,mild,6.57,agriculture,37.0,8647.7,40.1,37.3,0.0,146.9,Semi_Arid,3,CRITICAL,red
29.65,43.19,56.36,0.8,27.523,31.544,34,54.0,154.4,22.64,heavy,200.0,0.36,0,mild,6.3,construction,480.0,4866.2,37.8,35.3,53.91,137.2,Highland,1,MODERATE,yellow
32.04,36.94,35.08,3.0,24.436,32.04,21,81.8,174.8,26.79,heavy,200.0,0.62,1,well,6.08,construction,480.0,4293.5,37.9,34.5,186.96,111.0,Composite,0,LOW,green
32.75,41.83,45.81,4.88,26.88,34.707,30,60.4,172.5,20.3,heavy,200.0,0.53,0,mild,6.69,agriculture,480.0,4707.9,38.0,34.3,30.54,136.5,Hot_Humid,1,MODERATE,yellow
37.83,50.19,63.29,2.06,35.362,56.667,56,62.2,175.2,20.25,heavy,200.0,0.58,1,mild,6.85,construction,480.0,8138.5,37.7,35.7,85.84,137.8,Hot_Dry,0,LOW,green
35.86,50.41,77.16,3.29,35.279,58.454,48,76.6,153.5,32.52,heavy,200.0,0.36,1,dehydrated,6.78,salt_pan,480.0,7641.5,37.7,35.5,6.91,147.5,Hot_Dry,2,HIGH,orange
33.48,36.39,49.13,1.11,27.874,36.999,34,84.0,183.4,24.98,heavy,200.0,0.44,0,dehydrated,6.21,construction,480.0,4754.6,37.9,35.1,0.0,147.5,Composite,3,CRITICAL,red
33.0,43.81,48.59,0.99,28.992,35.901,24,64.8,155.8,26.73,heavy,200.0,0.59,0,mild,6.61,quarry,480.0,5577.3,37.9,35.4,35.44,132.4,Semi_Arid,1,MODERATE,yellow
36.47,43.79,53.12,5.44,30.713,45.893,28,80.4,168.4,28.37,heavy,200.0,0.54,0,mild,6.22,tea_plantation,40.0,6165.7,38.1,34.6,0.0,140.2,Hot_Humid,3,CRITICAL,red
34.73,42.27,40.71,5.15,27.497,36.93,24,58.7,183.8,17.39,heavy,200.0,0.33,0,mild,6.51,agriculture,32.0,5328.1,38.1,34.2,0.0,140.4,Hot_Humid,3,CRITICAL,red
35.87,43.23,50.53,3.83,30.295,43.028,51,76.4,172.2,25.79,heavy,200.0,0.64,0,well,6.17,construction,480.0,5268.1,37.9,34.8,110.04,133.4,Semi_Arid,0,LOW,green
33.79,36.63,49.64,1.54,28.083,37.815,40,52.0,162.2,19.77,heavy,200.0,0.4,1,mild,6.1,salt_pan,480.0,4535.6,37.9,35.0,130.62,126.0,Hot_Dry,0,LOW,green
34.24,38.22,53.89,2.74,28.928,40.359,43,57.2,151.5,24.94,heavy,200.0,0.58,0,mild,6.19,salt_pan,480.0,4722.6,37.9,34.8,60.85,136.9,Hot_Dry,0,LOW,green
36.11,47.15,27.89,2.3,28.041,36.108,57,84.9,166.5,30.63,heavy,200.0,0.51,0,well,6.17,brick_kiln,480.0,5184.3,37.9,35.1,109.9,127.4,Hot_Dry,0,LOW,green
34.43,47.71,51.7,1.05,31.171,39.969,22,55.4,154.6,23.19,heavy,200.0,0.32,0,well,6.89,agriculture,480.0,5981.7,37.9,35.8,66.49,136.7,Highland,0,LOW,green
38.74,46.09,58.97,2.57,34.475,56.944,53,69.3,166.6,24.97,heavy,200.0,0.54,1,dehydrated,6.13,construction,480.0,7377.6,37.8,35.5,46.02,146.1,Semi_Arid,1,MODERATE,yellow
32.28,46.59,41.08,1.59,27.833,32.883,48,76.9,164.5,28.42,heavy,200.0,0.35,0,mild,6.66,construction,480.0,4737.6,37.9,35.3,32.66,141.2,Semi_Arid,1,MODERATE,yellow
34.77,44.56,65.15,2.78,31.997,46.911,44,83.8,171.1,28.6,heavy,200.0,0.67,0,well,6.09,agriculture,480.0,5655.2,37.8,35.2,114.41,137.3,Hot_Dry,0,LOW,green
37.02,50.52,66.77,1.65,35.401,55.991,49,47.9,175.0,15.63,heavy,200.0,0.34,1,well,6.75,road_labor,480.0,7262.1,37.8,36.1,146.72,141.6,Composite,0,LOW,green
36.14,38.57,84.95,2.11,34.381,65.736,38,70.8,183.7,20.99,heavy,200.0,0.42,0,mild,6.84,road_work,31.0,9059.2,39.5,36.4,0.0,138.3,Semi_Arid,3,CRITICAL,red
38.01,48.81,51.53,3.04,33.3,49.521,33,64.1,161.0,24.76,heavy,200.0,0.41,1,mild,6.58,road_work,38.0,6708.1,38.1,35.6,0.0,141.6,Semi_Arid,3,CRITICAL,red
35.58,38.9,52.85,3.35,29.691,43.331,31,83.4,183.6,24.75,heavy,200.0,0.4,1,well,6.24,brick_kiln,60.0,5275.4,38.0,34.8,0.0,122.3,Hot_Dry,3,CRITICAL,red
36.26,43.59,22.68,1.99,26.452,36.257,25,70.2,161.3,26.97,heavy,200.0,0.55,1,well,6.79,construction,50.0,5466.1,38.0,35.1,0.0,123.2,Hot_Dry,3,CRITICAL,red
32.47,41.95,88.76,5.35,31.634,50.416,51,48.1,152.9,20.57,heavy,200.0,0.69,1,mild,6.94,agriculture,480.0,7389.1,37.7,34.4,80.49,137.4,Hot_Humid,0,LOW,green
36.28,49.31,30.86,1.82,29.283,36.284,55,48.3,183.4,14.36,heavy,200.0,0.67,0,mild,6.38,construction,480.0,5441.0,37.9,35.3,49.38,135.1,Semi_Arid,1,MODERATE,yellow
31.27,41.73,43.98,1.84,26.502,31.911,37,67.3,150.1,29.86,heavy,200.0,0.42,1,mild,6.7,construction,480.0,4386.4,37.9,34.9,94.58,117.7,Hot_Humid,0,LOW,green
31.25,37.96,48.61,3.76,25.768,32.751,22,76.1,164.7,28.05,heavy,200.0,0.35,1,well,6.29,construction,480.0,4042.5,37.9,34.2,174.43,119.4,Hot_Humid,0,LOW,green
32.31,36.77,52.14,1.92,27.281,35.496,22,55.6,162.2,21.14,heavy,200.0,0.57,1,well,6.45,fishing,480.0,4418.4,37.9,34.9,165.14,116.0,Hot_Humid,0,LOW,green
28.73,37.79,78.34,1.87,27.839,33.683,53,82.0,177.4,26.08,heavy,200.0,0.6,1,well,6.59,tea_plantation,480.0,3502.8,37.7,34.8,156.34,118.0,Highland,0,LOW,green
33.86,36.73,26.11,1.19,24.569,33.86,59,66.6,160.9,25.74,heavy,200.0,0.42,0,well,6.92,quarry,480.0,4118.3,37.8,34.7,64.77,122.6,Semi_Arid,0,LOW,green
39.26,47.65,38.01,2.25,32.026,39.263,20,69.8,174.5,22.93,heavy,200.0,0.52,1,well,6.33,road_work,37.0,6596.8,38.1,35.6,0.0,130.8,Semi_Arid,3,CRITICAL,red
36.21,44.82,88.87,2.59,36.0,69.45,25,63.6,174.5,20.88,heavy,200.0,0.61,1,mild,6.76,tea_plantation,21.0,9260.4,41.8,37.8,0.0,151.7,Highland,3,CRITICAL,red
35.2,37.03,77.57,2.48,32.39,55.833,49,65.4,167.7,23.27,heavy,200.0,0.68,1,well,6.32,fishing,480.0,7827.0,37.6,35.0,172.76,127.8,Hot_Humid,0,LOW,green
34.09,46.25,28.14,3.8,26.21,34.094,35,61.4,169.9,21.29,heavy,200.0,0.57,0,well,6.45,road_work,54.0,5148.3,38.0,34.7,0.0,125.0,Semi_Arid,3,CRITICAL,red
36.49,47.4,86.25,5.46,35.568,68.708,57,71.8,163.7,26.8,heavy,200.0,0.49,0,mild,6.57,construction,19.0,8062.3,41.6,37.0,0.0,147.6,Hot_Humid,3,CRITICAL,red
35.23,37.66,23.72,0.51,25.317,35.229,48,82.9,160.1,32.37,heavy,200.0,0.44,1,well,6.7,agriculture,480.0,4917.1,37.8,35.1,149.72,126.6,Highland,0,LOW,green
36.6,45.88,84.9,2.04,36.223,68.157,50,61.2,154.5,25.65,heavy,200.0,0.49,0,mild,6.51,road_labor,27.0,8451.5,40.5,37.3,0.0,142.1,Composite,3,CRITICAL,red
35.56,38.85,85.85,4.46,33.662,63.421,41,57.6,178.0,18.17,heavy,200.0,0.38,0,well,6.74,construction,28.0,8960.1,39.4,35.6,0.0,141.3,Hot_Humid,3,CRITICAL,red
35.96,46.78,43.92,1.18,30.91,40.509,45,55.3,153.1,23.59,heavy,200.0,0.4,1,dehydrated,6.17,road_labor,480.0,5786.2,37.9,35.7,43.56,145.8,Composite,1,MODERATE,yellow
34.73,44.43,53.52,3.08,30.365,41.417,23,84.0,152.7,36.02,heavy,200.0,0.65,0,mild,6.23,construction,480.0,5451.2,37.9,35.1,58.39,137.1,Hot_Humid,1,MODERATE,yellow
33.45,40.63,52.29,2.83,28.608,37.935,19,49.5,161.1,19.06,heavy,200.0,0.45,1,mild,6.91,brick_kiln,480.0,4779.4,37.9,34.9,82.34,130.1,Hot_Dry,0,LOW,green
32.64,34.14,50.21,1.28,26.932,35.634,60,56.2,183.4,16.71,heavy,200.0,0.69,0,well,6.51,tea_plantation,480.0,3973.1,37.7,34.7,89.5,133.0,Hot_Humid,0,LOW,green
35.32,41.14,77.75,1.55,33.6,56.462,41,71.4,168.8,25.08,heavy,200.0,0.44,0,well,6.06,agriculture,480.0,8079.1,37.6,35.5,116.33,142.8,Hot_Dry,0,LOW,green
35.37,37.68,35.98,1.63,27.312,35.367,33,46.1,180.7,14.12,heavy,200.0,0.45,0,mild,6.71,tea_plantation,480.0,4979.5,37.9,35.0,29.19,141.4,Hot_Humid,2,HIGH,orange
33.82,43.9,41.91,2.63,28.147,35.618,29,64.1,168.8,22.49,heavy,200.0,0.64,1,dehydrated,6.26,agriculture,480.0,5057.7,38.0,35.1,38.52,124.3,Semi_Arid,1,MODERATE,yellow
31.99,35.0,56.21,1.63,27.297,35.949,47,79.6,177.9,25.14,heavy,200.0,0.34,0,well,6.9,agriculture,480.0,3854.3,37.8,34.7,65.8,128.3,Highland,0,LOW,green
38.64,43.59,71.39,2.38,35.591,66.616,18,65.4,164.2,24.26,heavy,200.0,0.39,1,dehydrated,6.67,agriculture,38.0,9306.3,39.2,36.5,0.0,148.1,Hot_Dry,3,CRITICAL,red
38.31,41.15,51.86,2.03,32.336,50.641,34,63.6,152.6,27.28,heavy,200.0,0.31,1,dehydrated,6.8,tea_plantation,56.0,6176.8,38.0,35.5,0.0,148.7,Highland,3,CRITICAL,red
32.61,40.58,53.52,0.99,28.715,36.507,31,49.4,166.9,17.74,heavy,200.0,0.54,0,mild,6.77,construction,480.0,5225.9,37.8,35.3,25.71,137.2,Semi_Arid,2,HIGH,orange
35.12,43.79,36.52,3.68,27.843,35.12,26,72.6,183.1,21.66,heavy,200.0,0.63,1,dehydrated,6.77,construction,59.0,5294.0,38.0,34.8,0.0,138.6,Hot_Humid,3,CRITICAL,red
34.73,47.32,54.85,1.17,31.694,41.977,20,59.4,182.1,17.91,heavy,200.0,0.69,1,well,6.13,road_work,480.0,6687.7,37.8,35.7,184.34,130.3,Semi_Arid,0,LOW,green
28.52,30.97,45.21,2.89,22.319,28.587,42,47.1,182.4,14.15,heavy,200.0,0.32,1,well,6.32,agriculture,480.0,2845.8,37.7,33.7,173.08,106.8,Highland,0,LOW,green
32.08,37.49,81.62,2.72,30.453,45.363,29,66.5,151.4,29.03,heavy,200.0,0.5,0,dehydrated,6.1,road_work,480.0,4681.0,37.8,34.9,0.0,143.4,Semi_Arid,3,CRITICAL,red
36.38,38.77,40.24,2.43,28.649,40.009,38,48.2,162.0,18.38,heavy,200.0,0.6,1,well,6.57,agriculture,480.0,5248.1,38.0,35.0,157.88,129.2,Semi_Arid,0,LOW,green
37.09,45.34,45.02,2.58,31.136,43.572,19,72.6,179.5,22.51,heavy,200.0,0.3,1,mild,6.2,quarry,36.0,6021.2,38.1,35.4,0.0,137.2,Semi_Arid,3,CRITICAL,red
34.67,45.67,88.14,5.14,34.106,60.56,53,72.3,178.8,22.62,heavy,200.0,0.31,0,mild,6.59,agriculture,52.0,8302.2,38.5,35.1,0.0,146.2,Hot_Humid,3,CRITICAL,red
41.55,45.44,36.28,3.23,32.481,41.548,49,51.9,161.7,19.83,heavy,200.0,0.66,1,well,6.32,salt_pan,48.0,6795.6,38.0,35.2,0.0,129.7,Hot_Dry,3,CRITICAL,red
32.16,42.96,65.84,2.28,29.97,39.377,22,49.7,158.1,19.88,heavy,200.0,0.3,1,well,6.27,tea_plantation,480.0,4661.0,37.9,35.1,175.65,128.3,Hot_Humid,0,LOW,green
38.04,49.0,22.72,2.32,28.498,38.037,45,48.0,155.0,19.97,heavy,200.0,0.45,1,well,6.93,brick_kiln,38.0,6018.0,38.1,35.4,0.0,123.0,Composite,3,CRITICAL,red
40.88,54.98,33.14,2.15,33.678,40.883,29,47.8,160.4,18.57,heavy,200.0,0.67,0,mild,6.02,agriculture,35.0,7457.8,38.1,35.9,0.0,141.6,Hot_Dry,3,CRITICAL,red
32.93,35.25,42.38,2.26,25.99,34.196,51,51.6,171.9,17.46,heavy,200.0,0.47,0,well,6.33,construction,480.0,3976.4,37.8,34.5,100.2,127.0,Semi_Arid,0,LOW,green
34.12,49.95,75.83,3.08,33.762,50.316,57,48.6,173.2,16.21,heavy,200.0,0.32,0,mild,6.86,brick_kiln,480.0,5408.6,37.8,35.4,20.23,145.5,Composite,2,HIGH,orange
35.64,47.33,52.22,1.04,32.032,43.22,37,75.4,163.1,28.37,heavy,200.0,0.39,1,mild,6.17,road_work,480.0,6357.3,37.9,35.9,126.84,133.4,Semi_Arid,0,LOW,green
37.12,48.81,35.05,3.14,30.069,37.122,47,48.5,165.4,17.72,heavy,200.0,0.61,1,well,6.37,construction,480.0,5722.8,38.0,35.2,169.63,127.6,Hot_Dry,0,LOW,green
36.23,41.8,30.22,2.23,27.505,36.23,33,75.0,161.5,28.74,heavy,200.0,0.57,0,mild,6.71,construction,61.0,5377.5,38.0,35.1,0.0,139.3,Semi_Arid,3,CRITICAL,red
38.3,54.12,76.39,4.3,37.493,69.499,35,67.2,181.8,20.34,heavy,200.0,0.32,1,dehydrated,6.77,salt_pan,22.0,9288.3,40.3,37.2,0.0,148.1,Hot_Dry,3,CRITICAL,red
34.51,39.2,29.84,3.28,25.522,34.513,45,67.7,154.1,28.53,heavy,200.0,0.38,0,mild,6.61,agriculture,480.0,4701.4,38.0,34.4,35.13,133.9,Hot_Dry,1,MODERATE,yellow
33.95,43.5,48.91,1.28,29.549,37.926,50,79.8,157.9,32.01,heavy,200.0,0.69,1,well,6.76,construction,480.0,5176.2,37.8,35.3,146.54,130.0,Highland,0,LOW,green
39.27,50.15,23.74,4.18,29.133,39.271,23,51.0,170.8,17.49,heavy,200.0,0.31,1,dehydrated,6.83,construction,23.0,7010.6,38.3,35.2,0.0,137.7,Hot_Dry,3,CRITICAL,red
34.01,43.59,72.16,1.53,32.444,47.911,24,68.4,156.0,28.1,heavy,200.0,0.58,0,mild,6.61,road_labor,480.0,6532.3,37.8,35.5,35.32,150.0,Composite,1,MODERATE,yellow
35.12,40.44,38.53,1.09,28.269,35.117,55,83.9,153.9,35.41,heavy,200.0,0.5,1,dehydrated,6.55,agriculture,480.0,4836.0,37.8,35.2,21.05,138.9,Highland,2,HIGH,orange
39.24,43.6,21.36,2.42,27.781,39.237,55,79.5,158.9,31.5,heavy,200.0,0.59,0,well,6.9,agriculture,480.0,5575.9,38.0,35.0,65.75,126.6,Hot_Dry,0,LOW,green
36.33,41.92,53.01,1.19,31.497,45.439,20,83.3,178.1,26.26,heavy,200.0,0.66,0,mild,6.94,salt_pan,480.0,6662.6,37.8,35.5,15.86,145.6,Hot_Dry,2,HIGH,orange
37.96,47.92,26.69,3.97,28.597,37.961,32,54.7,171.2,18.65,heavy,200.0,0.36,0,well,6.91,construction,26.0,6377.1,38.2,35.0,0.0,129.6,Hot_Dry,3,CRITICAL,red
36.86,42.47,52.6,2.92,31.408,46.735,35,73.3,158.9,29.02,heavy,200.0,0.66,0,well,6.84,construction,480.0,6041.3,38.0,35.2,69.78,135.5,Semi_Arid,0,LOW,green
31.92,38.17,69.98,1.86,29.431,40.155,57,54.8,184.5,16.1,heavy,200.0,0.31,0,well,6.38,construction,480.0,3823.3,37.7,34.8,97.06,134.5,Highland,0,LOW,green
32.51,40.01,37.47,3.13,25.684,32.508,43,53.5,185.0,15.65,heavy,200.0,0.4,1,dehydrated,6.02,agriculture,480.0,4308.0,37.9,34.5,53.08,129.2,Hot_Humid,1,MODERATE,yellow
29.54,42.45,23.15,2.57,22.16,29.542,50,70.9,183.3,21.11,heavy,200.0,0.68,1,well,6.07,tea_plantation,480.0,3814.2,37.8,34.5,187.71,113.7,Highland,0,LOW,green
34.1,43.51,71.82,1.89,32.352,48.074,22,51.3,151.3,22.44,heavy,200.0,0.64,1,dehydrated,6.37,construction,480.0,6246.2,37.8,35.5,31.95,137.8,Semi_Arid,1,MODERATE,yellow
33.29,45.42,81.34,2.86,32.91,50.019,43,65.6,184.4,19.28,heavy,200.0,0.53,1,mild,6.25,road_work,480.0,5769.7,37.8,35.3,121.8,140.2,Semi_Arid,0,LOW,green
35.21,37.51,26.68,2.32,25.324,35.214,26,68.6,151.9,29.73,heavy,200.0,0.67,1,mild,6.31,tea_plantation,480.0,4925.0,38.0,34.8,118.1,123.0,Highland,0,LOW,green
32.69,41.73,42.36,0.98,27.504,33.795,18,49.8,170.2,17.19,heavy,200.0,0.43,1,mild,6.92,agriculture,480.0,5049.0,37.9,35.3,81.47,124.9,Hot_Humid,0,LOW,green
32.81,38.74,57.99,0.93,29.066,38.343,56,63.6,176.9,20.32,heavy,200.0,0.38,0,well,6.61,agriculture,480.0,4454.1,37.7,35.1,83.34,129.0,Semi_Arid,0,LOW,green
33.16,44.21,71.76,3.39,31.321,44.767,45,78.2,164.2,29.03,heavy,200.0,0.37,0,well,6.33,fishing,480.0,4825.5,37.9,35.0,99.94,130.5,Hot_Humid,0,LOW,green
39.21,54.69,21.07,2.61,29.855,39.209,35,65.1,179.7,20.18,heavy,200.0,0.45,1,mild,6.15,brick_kiln,27.0,6915.6,38.2,35.8,0.0,132.0,Hot_Dry,3,CRITICAL,red
38.71,41.07,64.02,1.73,34.384,60.714,35,70.9,161.5,27.17,heavy,200.0,0.35,1,dehydrated,6.17,road_work,480.0,8269.0,37.8,35.7,44.06,137.3,Semi_Arid,1,MODERATE,yellow
32.94,38.97,55.17,5.53,27.53,37.739,43,80.0,155.3,33.17,heavy,200.0,0.52,0,mild,6.25,construction,480.0,4539.7,37.9,34.1,56.75,142.8,Hot_Humid,1,MODERATE,yellow
35.73,38.88,35.69,2.9,27.356,35.728,33,50.0,158.1,20.0,heavy,200.0,0.4,0,well,6.41,road_labor,47.0,5169.4,38.0,34.8,0.0,134.5,Composite,3,CRITICAL,red
37.18,45.87,26.96,2.69,28.147,37.183,58,79.5,152.6,34.15,heavy,200.0,0.48,1,well,6.12,agriculture,480.0,5322.4,38.0,35.0,184.91,116.3,Semi_Arid,0,LOW,green
34.89,43.75,51.13,1.81,30.4,40.854,28,49.7,168.2,17.54,heavy,200.0,0.68,1,dehydrated,6.37,quarry,480.0,5581.4,37.9,35.4,31.96,139.0,Semi_Arid,1,MODERATE,yellow
36.39,46.53,46.06,2.56,31.06,42.372,30,55.9,177.6,17.71,heavy,200.0,0.56,1,dehydrated,6.9,construction,64.0,5884.1,38.0,35.4,0.0,132.1,Hot_Dry,3,CRITICAL,red
34.28,44.38,82.14,2.63,33.622,54.694,21,64.1,167.2,22.94,heavy,200.0,0.42,1,well,6.05,agriculture,480.0,6715.2,37.8,35.4,189.29,127.7,Hot_Dry,0,LOW,green
35.49,41.96,31.7,1.87,27.447,35.494,34,45.1,184.6,13.24,heavy,200.0,0.42,1,mild,6.18,construction,480.0,5262.8,38.0,35.1,126.05,127.7,Composite,0,LOW,green
35.62,50.09,77.38,1.93,35.46,57.523,45,83.1,151.4,36.23,heavy,200.0,0.4,0,well,6.96,salt_pan,480.0,8039.9,37.7,35.9,62.18,151.7,Hot_Dry,0,LOW,green
39.08,50.33,34.49,3.87,31.323,39.08,48,74.2,161.2,28.55,heavy,200.0,0.42,1,mild,6.95,construction,31.0,6466.3,38.1,35.3,0.0,131.3,Hot_Dry,3,CRITICAL,red
